Name	Kingdom	Phylum	Class	Order	Family	Genus	Species
Corynebacterium_mycetoides	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_mycetoides
Curtobacterium_sp._L6_1	
Actinomadura_sp._WMMB_499	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Thermomonosporaceae	g__Actinomadura	s__Actinomadura_sp._WMMB_499
Clostridium_sporogenes	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sporogenes
Streptomyces_sp._BHT_5_2	
Clostridium_chauvoei	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_chauvoei
Mycobacteroides_chelonae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacteroides	s__Mycobacteroides_chelonae
Staphylococcus_pseudintermedius	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_pseudintermedius
Mycolicibacterium_fortuitum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_fortuitum
Cellulophaga_lytica	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Cellulophaga	s__Cellulophaga_lytica
Zobellia_galactanivorans	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Zobellia	s__Zobellia_galactanivorans
Chryseobacterium_glaciei	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium_glaciei
Polymorphospora_rubra	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Polymorphospora	s__Polymorphospora_rubra
Microbacterium_resistens	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_resistens
Pectinatus_frisingensis	k__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Pectinatus	s__Pectinatus_frisingensis
Phascolarctobacterium_sp._Marseille_Q4147	
Corynebacterium_doosanense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_doosanense
Hydrogenophaga_sp._BA0156	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_crocea
Streptomyces_sp._ST1015	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._ST1015
Clostridium_tyrobutyricum	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_tyrobutyricum
Streptomyces_sp._GS7	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._GS7
Parolsenella_catena	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Parolsenella	s__Parolsenella_catena
Chitinophaga_sp._XS_30	
Muricauda_ruestringensis	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas_ruestringensis
Chryseobacterium_sp._MEBOG07	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium_sp._MEBOG07
Streptomyces_ferrugineus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_ferrugineus
Enterocloster_clostridioformis	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_clostridioformis
Comamonas_thiooxydans	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_thiooxydans
Desulfovibrio_piger	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio_piger
Pseudomonas_azotoformans	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_azotoformans
Natronosporangium_hydrolyticum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Natronosporangium	s__Natronosporangium_hydrolyticum
Chryseobacterium_sp._DH_B6	
Microbacterium_sp._YJN_G	
Clostridium_septicum	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_septicum
Nocardioides_sp._cx_173	
Flavobacterium_sp._140616W15	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sp._140616W15
Clostridium_estertheticum	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_estertheticum
Fannyhessea_vaginae	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Fannyhessea	s__Fannyhessea_vaginae
Maribellus_comscasis	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Marinilabiliales	f__Prolixibacteraceae	g__Maribellus	s__Maribellus_comscasis
Pedococcus_dokdonensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Intrasporangiaceae	g__Pedococcus	s__Pedococcus_dokdonensis
Leptothrix_cholodnii	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sphaerotilaceae	g__Leptothrix	s__Leptothrix_cholodnii
Flavobacterium_sp._WSW3_B6	
Christensenella_sp._Marseille_P3954	
Verrucomicrobium_spinosum	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucomicrobium	s__Verrucomicrobium_spinosum
Ruminiclostridium_herbifermentans	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruminiclostridium	s__Ruminiclostridium_herbifermentans
Microbacterium_caowuchunii	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_caowuchunii
Klebsiella_aerogenes	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella_aerogenes
Oryzomicrobium_terrae	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Oryzomicrobium	s__Oryzomicrobium_terrae
Nocardioides_mesophilus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_mesophilus
Enterococcus_raffinosus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_raffinosus
Streptomyces_sp._RTd22	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._RTd22
Ornithinimicrobium_ciconiae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Ornithinimicrobiaceae	g__Ornithinimicrobium	s__Ornithinimicrobium_ciconiae
Brevundimonas_sp._PAMC22021	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_sp._PAMC22021
Microbacterium_sp._Y_01	
Microbacterium_luteum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_luteum
Baekduia_soli	k__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__Baekduiaceae	g__Baekduia	s__Baekduia_soli
Corynebacterium_provencense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_provencense
Caloramator_sp._E03	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Caloramator	s__Caloramator_sp._E03
Microbacterium_sp._4R_513	
Variovorax_sp._PBS_H4	
Slackia_heliotrinireducens	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Slackia	s__Slackia_heliotrinireducens
Bacteroides_luhongzhouii	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_luhongzhouii
Frankia_sp._ArI3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Frankiales	f__Frankiaceae	g__Frankia	s__Frankia_sp._ArI3
Comamonas_kerstersii	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_kerstersii
Gramella_forsetii	
Streptomyces_capitiformicae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_capitiformicae
Chryseobacterium_sp._StRB126	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium_sp._StRB126
Streptomyces_viridosporus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_viridosporus
Paracoccus_sp._MC1862	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._MC1862
Streptomyces_collinus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_collinus
Streptomyces_exfoliatus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_exfoliatus
Frigoribacterium_sp._NBH87	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Frigoribacterium	s__Frigoribacterium_sp._NBH87
Chryseobacterium_sp._3008163	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium_sp._3008163
Streptomyces_sp._P3	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._P3
Streptomyces_alboflavus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_alboflavus
Corynebacterium_ammoniagenes	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_ammoniagenes
Empedobacter_falsenii	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Empedobacter	s__Empedobacter_falsenii
Vagococcus_carniphilus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Vagococcus	s__Vagococcus_carniphilus
Vitreoscilla_massiliensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Vitreoscilla	s__Vitreoscilla_massiliensis
Paenarthrobacter_aurescens	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Paenarthrobacter	s__Paenarthrobacter_aurescens
Actinopolymorpha_singaporensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Actinopolymorphaceae	g__Actinopolymorpha	s__Actinopolymorpha_singaporensis
Amycolatopsis_albispora	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis_albispora
Butyricimonas_faecalis	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Odoribacteraceae	g__Butyricimonas	s__Butyricimonas_faecalis
Mycolicibacterium_fallax	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_fallax
Flavobacterium_magnum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_magnum
Salinibacter_ruber	k__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__Salinibacteraceae	g__Salinibacter	s__Salinibacter_ruber
Streptomyces_armeniacus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_armeniacus
Agrobacterium_vitis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium_vitis
Corynebacterium_rouxii	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_rouxii
Rhodococcus_triatomae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus_triatomae
Sinimarinibacterium_sp._NLF_5_8	
Brochothrix_thermosphacta	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Listeriaceae	g__Brochothrix	s__Brochothrix_thermosphacta
Aquimarina_sp._BL5	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aquimarina	s__Aquimarina_sp._BL5
Jeotgalibaca_ciconiae	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	s__Jeotgalibaca_ciconiae
Psychrobacter_sanguinis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter_sanguinis
Aeromicrobium_chenweiae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium_chenweiae
Pelosinus_sp._UFO1	k__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Sporomusaceae	g__Pelosinus	s__Pelosinus_sp._UFO1
Arthrobacter_sp._zg_Y809	
Amycolatopsis_sp._CA_230715	
Pseudonocardia_abyssalis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardia_abyssalis
Variovorax_sp._HW608	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp._HW608
Streptomyces_nitrosporeus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_nitrosporeus
Nocardioides_sp._zg_1228	
Massilia_sp._DM_R_R2A_13	
Pseudomonas_sp._LPH1	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._LPH1
Streptomyces_sp._SirexAA_E	
Microbacterium_sp._Nx66	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_sp._Nx66
Nocardioides_panacisoli	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_panacisoli
Hydrogenophaga_taeniospiralis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_taeniospiralis
Dialister_massiliensis	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Dialister	s__Dialister_massiliensis
Nocardioides_yefusunii	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_yefusunii
Chryseobacterium_sp._cx_624	
Myroides_fluvii	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Myroides	s__Myroides_fluvii
Lactobacillus_ultunensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_ultunensis
Nocardioides_sp._JS614	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_sp._JS614
Streptomyces_sp._CdTB01	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._CdTB01
Streptomyces_rimosus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_rimosus
Duganella_sp._AF9R3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	s__Duganella_dendranthematis
Pseudomonas_toyotomiensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Ectopseudomonas	s__Ectopseudomonas_toyotomiensis
Arthrobacter_sp._24S4_2	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__Arthrobacter_sp._24S4_2
Bradyrhizobium_genosp_B	
Mycolicibacterium_chitae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_chitae
Corynebacterium_qintianiae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_qintianiae
Chryseolinea_soli	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Fulvivirgaceae	g__Chryseolinea	s__Chryseolinea_soli
Streptomyces_sp._GQFP	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._GQFP
Glutamicibacter_halophytocola	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Glutamicibacter	s__Glutamicibacter_halophytocola
Bacteroides_sp._M10	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_sp._M10
Arthrobacter_sp._NicSoilC5	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__Arthrobacter_sp._NicSoilC5
Aquisphaera_giovannonii	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Aquisphaera	s__Aquisphaera_giovannonii
Brevundimonas_diminuta	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_diminuta
Rhodoferax_antarcticus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_antarcticus
Maribacter_hydrothermalis	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	s__Maribacter_hydrothermalis
Nocardia_iowensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardia_iowensis
Pseudonocardia_sp._HH130629_09	
Brevibacillus_laterosporus	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	s__Brevibacillus_laterosporus
Aeromicrobium_erythreum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium_erythreum
Corynebacterium_camporealensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_camporealensis
Weeksella_virosa	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Weeksella	s__Weeksella_virosa
Sphingomonas_sanxanigenens	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_sanxanigenens
Pseudomonas_sp._PDNC002	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._PDNC002
Microbacterium_lemovicicum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_lemovicicum
Caulobacter_segnis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter_segnis
Flavobacterium_covae	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_covae
Hydrogenophaga_sp._RAC07	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_sp._RAC07
Arthrobacter_sp._NicSoilB8	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	s__Arthrobacter_sp._NicSoilB8
Flagellimonas_sp._CMM7	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flagellimonas	s__Flagellimonas_sp._CMM7
Aeromicrobium_marinum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium_marinum
Sphingomonas_sp._Cra20	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_psychrotolerans
Flavobacterium_sediminilitoris	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sediminilitoris
Pseudomonas_rhodesiae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_rhodesiae
Tenacibaculum_maritimum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum_maritimum
Agrococcus_sp._SGAir0287	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Agrococcus	s__Agrococcus_sp._SGAir0287
Rathayibacter_festucae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Rathayibacter	s__Rathayibacter_festucae
Streptomyces_albulus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_noursei
Macrococcus_canis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Macrococcoides	s__Macrococcoides_canis
Wenyingzhuangia_fucanilytica	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Wenyingzhuangia	s__Wenyingzhuangia_fucanilytica
Mycetocola_spongiae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Mycetocola	s__Mycetocola_spongiae
Nocardioides_sp._603	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_pantholopis
