Name	Kingdom	Phylum	Class	Order	Family	Genus	Species
Bradyrhizobium_sp._1S5	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_barranii
Wolbachia_endosymbiont_of_Ceratosolen_solmsi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia_endosymbiont_of_Ceratosolen_solmsi
Methylovorus_glucosotrophus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methylovorus	s__Methylovorus_glucosotrophus
Candidatus_Walczuchella_monophlebidarum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__unclassified_Flavobacteriales_family	g__Candidatus_Walczuchella	s__Candidatus_Walczuchella_monophlebidarum
Pseudomonas_sp._ATCC_43928	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._ATCC_43928
Mycobacterium_paraintracellulare	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_paraintracellulare
Synechococcus_sp._PCC_11901	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcales	f__Geminocystaceae	g__Picosynechococcus	s__Picosynechococcus_sp._PCC_11901
Acinetobacter_sp._F9	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_sp._F9
Caldisericum_exile	k__Bacteria	p__Caldisericota	c__Caldisericia	o__Caldisericales	f__Caldisericaceae	g__Caldisericum	s__Caldisericum_exile
Vibrio_europaeus	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio_europaeus
Enterobacter_sp._Colony194	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_sp._Colony194
Pseudomonas_zarinae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_ogarae
Shewanella_sp._FDAARGOS_354	
Pseudomonas_graminis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_graminis
Mycoplasmopsis_edwardii	k__Bacteria	p__Mycoplasmatota	c__unclassified_Mycoplasmatota_class	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis_edwardii
Thermus_sp._NEB1569	k__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__Thermus_sp._NEB1569
Sulfurospirillum_sp._JPD_1	
Bradyrhizobium_sp._TM102	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp._TM102
Candidatus_Profftia_lariciata	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Candidatus_Profftia	s__Candidatus_Profftia_lariciata
Spiroplasma_monobiae	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_monobiae
Pseudomonas_sp._FIT81	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_fitomaticsae
Rhizobium_sp._Y9	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_sp._Y9
Pseudanabaena_sp._PCC_7367	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Pseudanabaenales	f__Pseudanabaenaceae	g__Pseudanabaena	s__Pseudanabaena_sp._PCC_7367
Synechococcus_sp._HK01_R	
Pectobacterium_punjabense	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pectobacteriaceae	g__Pectobacterium	s__Pectobacterium_punjabense
Shewanella_violacea	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_violacea
Thiosulfatimonas_sediminis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiosulfatimonas	s__Thiosulfatimonas_sediminis
Thermocrinis_albus	k__Bacteria	p__Aquificota	c__Aquificia	o__Aquificales	f__Aquificaceae	g__Thermocrinis	s__Thermocrinis_albus
Octadecabacter_temperatus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Octadecabacter	s__Octadecabacter_temperatus
Synechococcus_sp._BMK_MC_1	
Bradyrhizobium_sp._172	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp._172
Kosmotoga_olearia	k__Bacteria	p__Thermotogota	c__Thermotogae	o__Kosmotogales	f__Kosmotogaceae	g__Kosmotoga	s__Kosmotoga_olearia
Candidatus_Hepatoplasma_crinochetorum	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Mycoplasmatales	f__Candidatus_Hepatoplasmataceae	g__Candidatus_Hepatoplasma	s__Candidatus_Hepatoplasma_crinochetorum
Leuconostoc_kimchii	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc_kimchii
Pseudomonas_sp._BJP69	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._BJP69
Cellulophaga_sp._HaHa_2_95	
Serratia_surfactantfaciens	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Serratia	s__Serratia_surfactantfaciens
Shewanella_sp._FJAT_51754	
Mycolicibacterium_sp._CBMA_213	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_sp._CBMA_213
Candidatus_Puniceispirillum_marinum	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Candidatus_Puniceispirillales	f__Candidatus_Puniceispirillaceae	g__Candidatus_Puniceispirillum	s__Candidatus_Puniceispirillum_marinum
Phaeobacter_piscinae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Phaeobacter	s__Phaeobacter_piscinae
Enterobacter_sp._ODB01	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_sp._ODB01
Helicobacter_acinonychis	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_acinonychis
Lacticaseibacillus_chiayiensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus_chiayiensis
Shewanella_bicestrii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_bicestrii
Pseudomonas_sp._LH1G9	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._LH1G9
Candidatus_Ichthyocystis_hellenicum	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_Burkholderiales_family	g__Candidatus_Ichthyocystis	s__Candidatus_Ichthyocystis_hellenicum
Aquicella_lusitana	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Aquicella	s__Aquicella_lusitana
Rhodobaca_barguzinensis	
Thermocrinis_ruber	k__Bacteria	p__Aquificota	c__Aquificia	o__Aquificales	f__Aquificaceae	g__Thermocrinis	s__Thermocrinis_ruber
Pseudomonas_sp._15A4	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._15A4
Geobacillus_thermodenitrificans	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__Geobacillus_thermodenitrificans
Priestia_aryabhattai	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_aryabhattai
Clostridium_sp._MF28	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._MF28
Borreliella_afzelii	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Borreliaceae	g__Borreliella	s__Borreliella_afzelii
Marinobacter_adhaerens	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Marinobacteraceae	g__Marinobacter	s__Marinobacter_adhaerens
Streptomyces_fungicidicus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_fungicidicus
Kyrpidia_tusciae	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Kyrpidia	s__Kyrpidia_tusciae
Helicobacter_cholecystus	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_cholecystus
Shewanella_polaris	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_polaris
Allofrancisella_guangzhouensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Francisellaceae	g__Allofrancisella	s__Allofrancisella_guangzhouensis
Gimesia_fumaroli	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Gimesia	s__Gimesia_fumaroli
Planococcus_faecalis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	s__Planococcus_faecalis
Citrobacter_sp._CRE_46	
Erythrobacter_sp._KY5	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._KY5
Sphingorhabdus_sp._SMR4y	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__Sphingorhabdus_sp._SMR4y
Mycoplasmopsis_gallopavonis	k__Bacteria	p__Mycoplasmatota	c__unclassified_Mycoplasmatota_class	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis_gallopavonis
Streptomyces_sp._M54	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._M54
Streptomyces_sp._CA_256286	
Sulfurimonas_sp._SWIR_19	
Spiroplasma_chrysopicola	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_chrysopicola
Polynucleobacter_sp._MWH_P3_07_1	
Aeromonas_sp._FDAARGOS_1409	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_sp._FDAARGOS_1409
Polynucleobacter_sp._MWH_S4W17	
Synechococcus_sp._WH_8109	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__Synechococcus_sp._WH_8109
Nitrosospira_briensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosospira	s__Nitrosospira_briensis
Shewanella_chilikensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_chilikensis
Shewanella_xiamenensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_xiamenensis
Paenibacillus_sp._M_152	
Pseudomonas_sp._ADAK22	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._ADAK22
Aeromonas_sp._CU5	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_sp._CU5
Apibacter_sp._B3706	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Apibacter	s__Apibacter_sp._B3706
Shewanella_oneidensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_oneidensis
Rickettsiella_endosymbiont_of_Dermanyssus_gallinae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Rickettsiella	s__Rickettsiella_endosymbiont_of_Dermanyssus_gallinae
Qipengyuania_xiapuensis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_xiapuensis
Chlamydiifrater_phoenicopteri	k__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydiifrater	s__Chlamydiifrater_phoenicopteri
Roseiflexus_sp._RS_1	
Thalassospira_sp._A40_3	
Pseudomonas_sp._ACM7	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._ACM7
Helicobacter_himalayensis	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_himalayensis
Pseudoalteromonas_sp._R3	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Pseudoalteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas_sp._R3
Candidatus_Gullanella_endobia	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Candidatus_Gullanella	s__Candidatus_Gullanella_endobia
Serratia_ficaria	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Serratia	s__Serratia_ficaria
Helicobacter_typhlonius	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_typhlonius
Leptospirillum_ferrooxidans	k__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Leptospirillum	s__Leptospirillum_ferrooxidans
Bacillus_sp._JAMB750	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._JAMB750
Arsenophonus_endosymbiont_of_Aphis_craccivora	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Arsenophonus	s__Arsenophonus_endosymbiont_of_Aphis_craccivora
Chlamydia_suis	k__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Chlamydiaceae	g__Chlamydia	s__Chlamydia_suis
Lactococcus_carnosus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_carnosus
Staphylococcus_sp._M0911	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_sp._M0911
Polynucleobacter_sp._JS_JIR_II_b4	
Thermovibrio_ammonificans	k__Bacteria	p__Aquificota	c__Aquificia	o__Desulfurobacteriales	f__Desulfurobacteriaceae	g__Thermovibrio	s__Thermovibrio_ammonificans
Dissulfurimicrobium_hydrothermale	k__Bacteria	p__unclassified_Bacteria_phylum	c__Deltaproteobacteria	o__unclassified_Deltaproteobacteria_order	f__unclassified_Deltaproteobacteria_family	g__Dissulfurimicrobium	s__Dissulfurimicrobium_hydrothermale
Synechococcus_sp._PCC_7336	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__Synechococcus_sp._PCC_7336
Polynucleobacter_sp._MWH_Braz_FAM2G	
Aeromonas_sp._ASNIH7	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_sp._ASNIH7
Pseudomonas_syringae_group_genomosp_3	
Synechococcus_sp._SYN20	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Synechococcales	f__Synechococcaceae	g__Synechococcus	s__Synechococcus_sp._SYN20
Carnobacterium_sp._CS13	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	s__Carnobacterium_sp._CS13
Rickettsia_endosymbiont_of_Ixodes_scapularis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Rickettsia	s__Rickettsia_endosymbiont_of_Ixodes_scapularis
Methylotuvimicrobium_alcaliphilum	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylotuvimicrobium	s__Methylotuvimicrobium_alcaliphilum
Shigella_dysenteriae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Shigella	s__Shigella_dysenteriae
Pseudomonas_sp._B10	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._B10
Pseudomonas_sp._S150	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._S150
Pseudomonas_sp._AN_B15	
Pseudovibrio_sp._FO_BEG1	
Thermosynechococcus_sp._NK55a	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Acaryochloridales	f__Thermosynechococcaceae	g__Thermosynechococcus	s__Thermosynechococcus_sp._NK55a
Mycoplasma_sp._Ms02	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_sp._Ms02
Pseudomonas_sp._MYb193	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._MYb193
Pectobacterium_odoriferum	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pectobacteriaceae	g__Pectobacterium	s__Pectobacterium_odoriferum
Microbacterium_sp._str._China	
Pseudomonas_sp._St290	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._St290
Acinetobacter_sp._Colony158	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_sp._Colony158
Thermoanaerobacter_sp._X514	k__Bacteria	p__Bacillota	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermoanaerobacter	s__Thermoanaerobacter_sp._X514
Bacillus_sp._N3536	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._N3536
Streptomyces_scabiei	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_scabiei
Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Candidatus_Blochmanniella	s__Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri
Vibrio_sinaloensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio_sinaloensis
Streptomyces_griseofuscus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_griseofuscus
Sphingomonas_sp._A1	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_sp._A1
Blochmannia_endosymbiont_of_Colobopsis_nipponica	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Candidatus_Blochmanniella	s__Blochmannia_endosymbiont_of_Colobopsis_nipponica
Planococcus_rifietoensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	s__Planococcus_rifietoensis
Stenotrophomonas_sp._ZAC14A_NAIMI4_1	
Candidatus_Viadribacter_manganicus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomonadales	f__Hyphomonadaceae	g__Candidatus_Viadribacter	s__Candidatus_Viadribacter_manganicus
Acinetobacter_chinensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_chinensis
Psychrobacter_sp	
Helicobacter_felis	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_felis
Pseudomonas_sp._UW4	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._UW4
Spiroplasma_tabanidicola	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_tabanidicola
Rhodococcus_sp._P_2	
Bacteroides_sp._ZJ_18	
Parasphingorhabdus_halotolerans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Parasphingorhabdus	s__Parasphingorhabdus_halotolerans
Anoxybacillus_kamchatkensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	s__Anoxybacillus_ayderensis
Comamonas_sp._7D_2	
Streptomyces_sp._BSE61	
Pseudomonas_sp._St29	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._St29
Lactobacillus_gallinarum	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_gallinarum
Helicobacter_sp._NHP19_0012	
Helicobacter_bizzozeronii	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_bizzozeronii
Marinobacter_psychrophilus	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Marinobacteraceae	g__Marinobacter	s__Marinobacter_psychrophilus
Pseudomonas_sp._ArH3a	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._ArH3a
Candidatus_Pelagibacter_sp._FZCC0015	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Candidatus_Pelagibacterales	f__Candidatus_Pelagibacteraceae	g__Candidatus_Pelagibacter	s__Candidatus_Pelagibacter_sp._FZCC0015
Methylacidimicrobium_sp._AP8	k__Bacteria	p__Verrucomicrobiota	c__unclassified_Verrucomicrobiota_class	o__unclassified_Verrucomicrobiota_order	f__unclassified_Verrucomicrobiota_family	g__Methylacidimicrobium	s__Methylacidimicrobium_sp._AP8
Psychrobacter_sp._YP14	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter_sp._YP14
Athalassotoga_saccharophila	k__Bacteria	p__Thermotogota	c__Thermotogae	o__Mesoaciditogales	f__Mesoaciditogaceae	g__Athalassotoga	s__Athalassotoga_saccharophila
Mesoplasma_tabanidae	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Entomoplasmataceae	g__Mesoplasma	s__Mesoplasma_tabanidae
Candidatus_Nardonella_dryophthoridicola	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__unclassified_Gammaproteobacteria_order	f__unclassified_Gammaproteobacteria_family	g__Candidatus_Nardonella	s__Candidatus_Nardonella_dryophthoridicola
Pseudomonas_sp	
Leptospira_kmetyi	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira_kmetyi
Polynucleobacter_sp._AP_Jannik_300A_C4	
Spiroplasma_syrphidicola	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma_syrphidicola
Aeromonas_sp._ASNIH5	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_sp._ASNIH5
Streptomyces_sp._VN1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._VN1
Streptomyces_sp._NBU3104	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._NBU3104
Psychrobacter_sp._P11G5	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Psychrobacter	s__Psychrobacter_sp._P11G5
Bacillus_toyonensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_toyonensis
Wolbachia_endosymbiont_of_Dirofilaria_(Dirofilaria)_immitis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Wolbachia	s__Wolbachia_endosymbiont_of_Dirofilaria_(Dirofilaria)_immitis
Paenibacillus_sp._Cedars	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_sp._Cedars
