"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014823","BP","GO:0014823","response to activity","3/76","70/18903",0.00281777892130933,0.0191906496100353,0.0124446529018925,"SOD2/IL6/HIF1A",3
"GO:0032722","BP","GO:0032722","positive regulation of chemokine production","3/76","70/18903",0.00281777892130933,0.0191906496100353,0.0124446529018925,"IL1B/IL6/HIF1A",3
"GO:0001780","BP","GO:0001780","neutrophil homeostasis","2/76","20/18903",0.00289207548180133,0.0193954786898787,0.0125774794009773,"SLC7A11/IL6",2
"GO:0002577","BP","GO:0002577","regulation of antigen processing and presentation","2/76","20/18903",0.00289207548180133,0.0193954786898787,0.0125774794009773,"THBS1/SLC11A1",2
"GO:0039692","BP","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","2/76","20/18903",0.00289207548180133,0.0193954786898787,0.0125774794009773,"CXCL8/APOBEC3A",2
"GO:1903978","BP","GO:1903978","regulation of microglial cell activation","2/76","20/18903",0.00289207548180133,0.0193954786898787,0.0125774794009773,"CCL3/IL6",2
"GO:2000269","BP","GO:2000269","regulation of fibroblast apoptotic process","2/76","20/18903",0.00289207548180133,0.0193954786898787,0.0125774794009773,"BTG1/NUPR1",2
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","7/76","473/18903",0.00290380442303827,0.0194147655479357,0.0125899864426338,"INHBA/IL1B/IL6/CTSL/CLEC4E/KLF6/IL1A",7
"GO:0072678","BP","GO:0072678","T cell migration","3/76","73/18903",0.00317413395326538,0.0206245813494079,0.0133745215172919,"CCL20/CCL3/ABL2",3
"GO:0021756","BP","GO:0021756","striatum development","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"INHBA/SLC7A11",2
"GO:0030502","BP","GO:0030502","negative regulation of bone mineralization","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"CCL3/HIF1A",2
"GO:0032305","BP","GO:0032305","positive regulation of icosanoid secretion","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"IL1B/IL1A",2
"GO:0034755","BP","GO:0034755","iron ion transmembrane transport","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"SLC25A37/SLC11A1",2
"GO:0043373","BP","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"IL6/CTSL",2
"GO:0060252","BP","GO:0060252","positive regulation of glial cell proliferation","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"IL1B/IL6",2
"GO:0060353","BP","GO:0060353","regulation of cell adhesion molecule production","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"CXCL8/IL1B",2
"GO:0071636","BP","GO:0071636","positive regulation of transforming growth factor beta production","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"PTGS2/THBS1",2
"GO:0140131","BP","GO:0140131","positive regulation of lymphocyte chemotaxis","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"CCL3/CCL4",2
"GO:1903204","BP","GO:1903204","negative regulation of oxidative stress-induced neuron death","2/76","21/18903",0.00318820477767865,0.0206245813494079,0.0133745215172919,"SLC7A11/HIF1A",2
"GO:0010876","BP","GO:0010876","lipid localization","7/76","483/18903",0.00325959165126752,0.0210243661506755,0.0136337718912149,"INHBA/AQP9/PTGS2/IL1B/THBS1/IL6/IL1A",7
"GO:0050766","BP","GO:0050766","positive regulation of phagocytosis","3/76","74/18903",0.00329877420282526,0.0212146974392838,0.0137571969378513,"IL1B/FCN1/SLC11A1",3
"GO:0032890","BP","GO:0032890","regulation of organic acid transport","3/76","75/18903",0.00342638002845411,0.0217924512854712,0.0141318557547563,"IL1B/THBS1/IL1A",3
"GO:0043536","BP","GO:0043536","positive regulation of blood vessel endothelial cell migration","3/76","75/18903",0.00342638002845411,0.0217924512854712,0.0141318557547563,"PTGS2/THBS1/HIF1A",3
"GO:0007584","BP","GO:0007584","response to nutrient","4/76","154/18903",0.00344933039707311,0.0217924512854712,0.0141318557547563,"SOD2/PTGS2/ATP2B1/IL1A",4
"GO:0051092","BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","4/76","154/18903",0.00344933039707311,0.0217924512854712,0.0141318557547563,"S100A8/S100A9/S100A12/IL1B",4
"GO:0098754","BP","GO:0098754","detoxification","4/76","154/18903",0.00344933039707311,0.0217924512854712,0.0141318557547563,"SOD2/MT2A/S100A9/PTGS2",4
"GO:0010951","BP","GO:0010951","negative regulation of endopeptidase activity","5/76","252/18903",0.00346376431788304,0.0217924512854712,0.0141318557547563,"TIMP1/CD44/PTGS2/THBS1/PLAUR",5
"GO:0010042","BP","GO:0010042","response to manganese ion","2/76","22/18903",0.00349792195735789,0.0217924512854712,0.0141318557547563,"SOD2/PTGS2",2
"GO:0032303","BP","GO:0032303","regulation of icosanoid secretion","2/76","22/18903",0.00349792195735789,0.0217924512854712,0.0141318557547563,"IL1B/IL1A",2
"GO:0034104","BP","GO:0034104","negative regulation of tissue remodeling","2/76","22/18903",0.00349792195735789,0.0217924512854712,0.0141318557547563,"IL6/TNFAIP3",2
"GO:0072574","BP","GO:0072574","hepatocyte proliferation","2/76","22/18903",0.00349792195735789,0.0217924512854712,0.0141318557547563,"IL6/TNFAIP3",2
"GO:0072575","BP","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","2/76","22/18903",0.00349792195735789,0.0217924512854712,0.0141318557547563,"IL6/TNFAIP3",2
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","7/76","490/18903",0.00352788015010302,0.0219168305075805,0.0142125125474554,"IL1RN/CD44/IL1B/IL6/IL1A/PLAUR/ABL2",7
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process","3/76","76/18903",0.00355697359536202,0.0220351499848274,0.0142892397482429,"SOD2/PTGS2/IL1B",3
"GO:0070997","BP","GO:0070997","neuron death","6/76","368/18903",0.00363571645131446,0.0224595103598102,0.0145644267627156,"SOD2/CCL3/SLC7A11/NUPR1/TNFRSF1B/HIF1A",6
"GO:0044409","BP","GO:0044409","entry into host","4/76","158/18903",0.00377995234678125,0.0230901502515862,0.0149733808481019,"CXCL8/FCN1/ANPEP/CTSL",4
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","6/76","371/18903",0.00378262630898597,0.0230901502515862,0.0149733808481019,"INHBA/THBS1/IL6/SLC11A1/TNFAIP3/ATP2B1",6
"GO:0002363","BP","GO:0002363","alpha-beta T cell lineage commitment","2/76","23/18903",0.00382111590128491,0.0230901502515862,0.0149733808481019,"IL6/CTSL",2
"GO:0045723","BP","GO:0045723","positive regulation of fatty acid biosynthetic process","2/76","23/18903",0.00382111590128491,0.0230901502515862,0.0149733808481019,"PTGS2/IL1B",2
"GO:0048143","BP","GO:0048143","astrocyte activation","2/76","23/18903",0.00382111590128491,0.0230901502515862,0.0149733808481019,"IL1B/IL6",2
"GO:0072576","BP","GO:0072576","liver morphogenesis","2/76","23/18903",0.00382111590128491,0.0230901502515862,0.0149733808481019,"IL6/TNFAIP3",2
"GO:0072677","BP","GO:0072677","eosinophil migration","2/76","23/18903",0.00382111590128491,0.0230901502515862,0.0149733808481019,"CCL3/CCL4",2
"GO:0015711","BP","GO:0015711","organic anion transport","6/76","372/18903",0.00383256483884058,0.0230901502515862,0.0149733808481019,"AQP9/PTGS2/IL1B/SLC7A11/SLC11A1/IL1A",6
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","6/76","372/18903",0.00383256483884058,0.0230901502515862,0.0149733808481019,"S100A8/S100A9/IL1B/NUPR1/TNIP1/TNFRSF1B",6
"GO:1903201","BP","GO:1903201","regulation of oxidative stress-induced cell death","3/76","80/18903",0.00410965461787268,0.0246426588708921,0.0159801435834474,"SOD2/SLC7A11/HIF1A",3
"GO:0050792","BP","GO:0050792","regulation of viral process","4/76","162/18903",0.00413147001949222,0.0246426588708921,0.0159801435834474,"CXCL8/FCN1/APOBEC3A/TNIP1",4
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","5/76","263/18903",0.00415220265429039,0.0246426588708921,0.0159801435834474,"TIMP1/CD44/PTGS2/THBS1/PLAUR",5
"GO:0010623","BP","GO:0010623","programmed cell death involved in cell development","2/76","24/18903",0.00415767614328776,0.0246426588708921,0.0159801435834474,"IL1B/IL1A",2
"GO:0043369","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","2/76","24/18903",0.00415767614328776,0.0246426588708921,0.0159801435834474,"IL6/CTSL",2
"GO:0060352","BP","GO:0060352","cell adhesion molecule production","2/76","24/18903",0.00415767614328776,0.0246426588708921,0.0159801435834474,"CXCL8/IL1B",2
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","5/76","266/18903",0.00435580705837094,0.0257473985957074,0.0166965394690286,"S100A8/S100A9/S100A12/IL1B/IL6",5
"GO:0046209","BP","GO:0046209","nitric oxide metabolic process","3/76","82/18903",0.00440446872395021,0.0259650535258678,0.0168376832089891,"SOD2/PTGS2/IL1B",3
"GO:2000193","BP","GO:2000193","positive regulation of fatty acid transport","2/76","25/18903",0.00450749286723161,0.0265011577958148,0.0171853333247634,"IL1B/IL1A",2
"GO:0030500","BP","GO:0030500","regulation of bone mineralization","3/76","83/18903",0.00455656385433225,0.0266335997162282,0.0172712185742311,"CCL3/ATP2B1/HIF1A",3
"GO:2001057","BP","GO:2001057","reactive nitrogen species metabolic process","3/76","83/18903",0.00455656385433225,0.0266335997162282,0.0172712185742311,"SOD2/PTGS2/IL1B",3
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","5/76","269/18903",0.00456645394131409,0.0266335997162282,0.0172712185742311,"IL1B/IL6/TNFAIP3/IL1A/TNFRSF1B",5
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","4/76","167/18903",0.00460117373168145,0.0267649177548473,0.0173563750146632,"IL1RN/IL6/TNFAIP3/HIF1A",4
"GO:0002262","BP","GO:0002262","myeloid cell homeostasis","4/76","169/18903",0.00479872253318932,0.027840207712392,0.0180536734679442,"INHBA/SLC7A11/IL6/HIF1A",4
"GO:0002726","BP","GO:0002726","positive regulation of T cell cytokine production","2/76","26/18903",0.0048704569036894,0.0280338897369839,0.0181792713824683,"IL1B/IL6",2
"GO:0044346","BP","GO:0044346","fibroblast apoptotic process","2/76","26/18903",0.0048704569036894,0.0280338897369839,0.0181792713824683,"BTG1/NUPR1",2
"GO:1905523","BP","GO:1905523","positive regulation of macrophage migration","2/76","26/18903",0.0048704569036894,0.0280338897369839,0.0181792713824683,"CCL3/THBS1",2
"GO:0001894","BP","GO:0001894","tissue homeostasis","5/76","275/18903",0.00500940236389696,0.0286830793316607,0.0186002544829594,"IGKC/IGHG3/PTGS2/IL6/TNFAIP3",5
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","5/76","275/18903",0.00500940236389696,0.0286830793316607,0.0186002544829594,"CD44/IL1B/IL6/IL1A/ABL2",5
"GO:0045069","BP","GO:0045069","regulation of viral genome replication","3/76","87/18903",0.00519663844906798,0.0296533148981849,0.0192294278097524,"CXCL8/APOBEC3A/TNIP1",3
"GO:0021544","BP","GO:0021544","subpallium development","2/76","27/18903",0.00524645972662824,0.0296533148981849,0.0192294278097524,"INHBA/SLC7A11",2
"GO:0031639","BP","GO:0031639","plasminogen activation","2/76","27/18903",0.00524645972662824,0.0296533148981849,0.0192294278097524,"THBS1/PLAUR",2
"GO:0042730","BP","GO:0042730","fibrinolysis","2/76","27/18903",0.00524645972662824,0.0296533148981849,0.0192294278097524,"THBS1/PLAUR",2
"GO:1901623","BP","GO:1901623","regulation of lymphocyte chemotaxis","2/76","27/18903",0.00524645972662824,0.0296533148981849,0.0192294278097524,"CCL3/CCL4",2
"GO:0031214","BP","GO:0031214","biomineral tissue development","4/76","174/18903",0.00531740095262091,0.0299770187380402,0.0194393415965116,"CCL3/PTGS2/ATP2B1/HIF1A",4
"GO:0046889","BP","GO:0046889","positive regulation of lipid biosynthetic process","3/76","88/18903",0.00536467124155545,0.0301659590582849,0.0195618646351995,"PTGS2/IL1B/IL1A",3
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity","3/76","89/18903",0.00553594466424417,0.0308914164088739,0.0200323054543829,"IL1B/IL6/TNFRSF1B",3
"GO:0034644","BP","GO:0034644","cellular response to UV","3/76","89/18903",0.00553594466424417,0.0308914164088739,0.0200323054543829,"TIMP1/PTGS2/MMP1",3
"GO:0050829","BP","GO:0050829","defense response to Gram-negative bacterium","3/76","89/18903",0.00553594466424417,0.0308914164088739,0.0200323054543829,"TREM1/IL6/SLC11A1",3
"GO:0070723","BP","GO:0070723","response to cholesterol","2/76","28/18903",0.00563539345011145,0.0312693754111458,0.0202774023474011,"CCL3/INHBA",2
"GO:1900017","BP","GO:1900017","positive regulation of cytokine production involved in inflammatory response","2/76","28/18903",0.00563539345011145,0.0312693754111458,0.0202774023474011,"IL6/HIF1A",2
"GO:0043547","BP","GO:0043547","positive regulation of GTPase activity","5/76","283/18903",0.00564645356261456,0.0312693754111458,0.0202774023474011,"CCL18/CCL3L3/CCL20/CCL3/CCL4",5
"GO:0051591","BP","GO:0051591","response to cAMP","3/76","90/18903",0.00571047557366736,0.0315442643149938,0.0204556608777001,"AQP9/FOSB/MMP19",3
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","4/76","179/18903",0.0058724087857911,0.0323572675056278,0.0209828729690658,"IL1RN/IL6/TNFAIP3/HIF1A",4
"GO:0048525","BP","GO:0048525","negative regulation of viral process","3/76","91/18903",0.00588828047153364,0.0323634062006849,0.0209868537581901,"FCN1/APOBEC3A/TNIP1",3
"GO:1902175","BP","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/76","29/18903",0.00603715082501617,0.0330986793981512,0.0214636599068338,"SOD2/HIF1A",2
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","5/76","288/18903",0.00607256118943931,0.0332097922404998,0.021535713786409,"SOD2/SLC7A11/IL6/TNFAIP3/HIF1A",5
"GO:0110148","BP","GO:0110148","biomineralization","4/76","181/18903",0.00610482906617044,0.0333032093087358,0.0215962924021898,"CCL3/PTGS2/ATP2B1/HIF1A",4
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","5/76","289/18903",0.0061604296406893,0.0335231320149668,0.0217389067378118,"CCL3/IL1B/CCL4/ATP2B1/IL1A",5
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","4/76","182/18903",0.00622330579230539,0.0336980484012981,0.0218523356085889,"S100A8/IL1B/IL6/HIF1A",4
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","4/76","182/18903",0.00622330579230539,0.0336980484012981,0.0218523356085889,"IL1B/IL6/IL1A/TNFRSF1B",4
"GO:0051781","BP","GO:0051781","positive regulation of cell division","3/76","93/18903",0.00625377648408901,0.0337796350482936,0.0219052424941775,"EREG/IL1B/IL1A",3
"GO:0046879","BP","GO:0046879","hormone secretion","5/76","291/18903",0.00633885140225825,0.0340119011725027,0.0220558612254548,"IL1RN/INHBA/IL1B/IL6/HIF1A",5
"GO:0030073","BP","GO:0030073","insulin secretion","4/76","183/18903",0.00634330486983749,0.0340119011725027,0.0220558612254548,"IL1RN/IL1B/IL6/HIF1A",4
"GO:0044000","BP","GO:0044000","movement in host","4/76","183/18903",0.00634330486983749,0.0340119011725027,0.0220558612254548,"CXCL8/FCN1/ANPEP/CTSL",4
"GO:0002360","BP","GO:0002360","T cell lineage commitment","2/76","30/18903",0.00645162523576651,0.0341623674884308,0.0221534348414188,"IL6/CTSL",2
"GO:0002825","BP","GO:0002825","regulation of T-helper 1 type immune response","2/76","30/18903",0.00645162523576651,0.0341623674884308,0.0221534348414188,"IL1B/SLC11A1",2
"GO:0039694","BP","GO:0039694","viral RNA genome replication","2/76","30/18903",0.00645162523576651,0.0341623674884308,0.0221534348414188,"CXCL8/APOBEC3A",2
"GO:0070168","BP","GO:0070168","negative regulation of biomineral tissue development","2/76","30/18903",0.00645162523576651,0.0341623674884308,0.0221534348414188,"CCL3/HIF1A",2
"GO:1903203","BP","GO:1903203","regulation of oxidative stress-induced neuron death","2/76","30/18903",0.00645162523576651,0.0341623674884308,0.0221534348414188,"SLC7A11/HIF1A",2
"GO:0090087","BP","GO:0090087","regulation of peptide transport","4/76","184/18903",0.006464834704833,0.0341623674884308,0.0221534348414188,"S100A8/IL1B/IL6/HIF1A",4
"GO:1905952","BP","GO:1905952","regulation of lipid localization","4/76","185/18903",0.00658790365132594,0.0346314264730005,0.0224576077783491,"IL1B/THBS1/IL6/IL1A",4
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","3/76","95/18903",0.00663255773764715,0.0346314264730005,0.0224576077783491,"SLC7A11/IL6/PLAUR",3
"GO:0045638","BP","GO:0045638","negative regulation of myeloid cell differentiation","3/76","95/18903",0.00663255773764715,0.0346314264730005,0.0224576077783491,"CCL3/INHBA/TNFAIP6",3
"GO:1900407","BP","GO:1900407","regulation of cellular response to oxidative stress","3/76","95/18903",0.00663255773764715,0.0346314264730005,0.0224576077783491,"SOD2/SLC7A11/HIF1A",3
"GO:1903510","BP","GO:1903510","mucopolysaccharide metabolic process","3/76","95/18903",0.00663255773764715,0.0346314264730005,0.0224576077783491,"CD44/IL1B/TNFAIP6",3
"GO:0030217","BP","GO:0030217","T cell differentiation","5/76","296/18903",0.00680078732355442,0.035341532228803,0.0229180934749863,"IL1B/IL6/CTSL/CLEC4E/IL1A",5
"GO:0048872","BP","GO:0048872","homeostasis of number of cells","5/76","296/18903",0.00680078732355442,0.035341532228803,0.0229180934749863,"INHBA/SLC7A11/IL6/TNFAIP3/HIF1A",5
"GO:0110150","BP","GO:0110150","negative regulation of biomineralization","2/76","31/18903",0.0068787106970821,0.0356619682238795,0.0231258881467162,"CCL3/HIF1A",2
"GO:0007565","BP","GO:0007565","female pregnancy","4/76","189/18903",0.00709573579270417,0.0367003504561327,0.0237992528697699,"TIMP1/PTGS2/IL1B/FOSB",4
"GO:0009914","BP","GO:0009914","hormone transport","5/76","300/18903",0.00718698024695454,0.0369793455269064,0.0239801741458951,"IL1RN/INHBA/IL1B/IL6/HIF1A",5
"GO:0032642","BP","GO:0032642","regulation of chemokine production","3/76","98/18903",0.00722589950150002,0.0369793455269064,0.0239801741458951,"IL1B/IL6/HIF1A",3
"GO:0001516","BP","GO:0001516","prostaglandin biosynthetic process","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"PTGS2/IL1B",2
"GO:0032770","BP","GO:0032770","positive regulation of monooxygenase activity","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"IL1B/HIF1A",2
"GO:0033198","BP","GO:0033198","response to ATP","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"PTGS2/IL1B",2
"GO:0045671","BP","GO:0045671","negative regulation of osteoclast differentiation","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"CCL3/TNFAIP6",2
"GO:0046457","BP","GO:0046457","prostanoid biosynthetic process","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"PTGS2/IL1B",2
"GO:1901889","BP","GO:1901889","negative regulation of cell junction assembly","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"IL1B/THBS1",2
"GO:1903715","BP","GO:1903715","regulation of aerobic respiration","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"NUPR1/HIF1A",2
"GO:1990776","BP","GO:1990776","response to angiotensin","2/76","32/18903",0.00731830185074207,0.0369793455269064,0.0239801741458951,"INHBA/PTGS2",2
"GO:0008217","BP","GO:0008217","regulation of blood pressure","4/76","191/18903",0.00735909985615694,0.0371000137575912,0.0240584244541271,"SOD2/PTGS2/ANPEP/ATP2B1",4
"GO:0051047","BP","GO:0051047","positive regulation of secretion","5/76","304/18903",0.00758828972893713,0.0380705057842697,0.0246877640888705,"S100A8/INHBA/IL1B/IL1A/HIF1A",5
"GO:0051607","BP","GO:0051607","defense response to virus","5/76","304/18903",0.00758828972893713,0.0380705057842697,0.0246877640888705,"IL1B/APOBEC3A/BNIP3L/IL6/TNFAIP3",5
"GO:0036473","BP","GO:0036473","cell death in response to oxidative stress","3/76","100/18903",0.00763840517331448,0.0380705057842697,0.0246877640888705,"SOD2/SLC7A11/HIF1A",3
"GO:0097306","BP","GO:0097306","cellular response to alcohol","3/76","100/18903",0.00763840517331448,0.0380705057842697,0.0246877640888705,"SOD2/INHBA/ATP2B1",3
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification","3/76","100/18903",0.00763840517331448,0.0380705057842697,0.0246877640888705,"SOD2/S100A9/PTGS2",3
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","5/76","305/18903",0.0076910135671744,0.0381592596217499,0.0247453187169626,"IL1B/IL6/SLC11A1/IL1A/TNFRSF1B",5
"GO:0140546","BP","GO:0140546","defense response to symbiont","5/76","305/18903",0.0076910135671744,0.0381592596217499,0.0247453187169626,"IL1B/APOBEC3A/BNIP3L/IL6/TNFAIP3",5
"GO:0001782","BP","GO:0001782","B cell homeostasis","2/76","33/18903",0.00777029396236424,0.0382068490122529,0.0247761792380318,"TNFAIP3/HIF1A",2
"GO:0030947","BP","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","2/76","33/18903",0.00777029396236424,0.0382068490122529,0.0247761792380318,"IL1B/HIF1A",2
"GO:0036314","BP","GO:0036314","response to sterol","2/76","33/18903",0.00777029396236424,0.0382068490122529,0.0247761792380318,"CCL3/INHBA",2
"GO:0036475","BP","GO:0036475","neuron death in response to oxidative stress","2/76","33/18903",0.00777029396236424,0.0382068490122529,0.0247761792380318,"SLC7A11/HIF1A",2
"GO:0015908","BP","GO:0015908","fatty acid transport","3/76","101/18903",0.0078497817019603,0.0385113451284093,0.0249736372997724,"IL1B/THBS1/IL1A",3
"GO:0006869","BP","GO:0006869","lipid transport","6/76","433/18903",0.00791497125798208,0.0387444910016846,0.0251248265261602,"INHBA/AQP9/PTGS2/IL1B/THBS1/IL1A",6
"GO:0032743","BP","GO:0032743","positive regulation of interleukin-2 production","2/76","34/18903",0.00823458291819968,0.0398339509026484,0.0258313138308388,"IL1B/IL1A",2
"GO:0045648","BP","GO:0045648","positive regulation of erythrocyte differentiation","2/76","34/18903",0.00823458291819968,0.0398339509026484,0.0258313138308388,"INHBA/HIF1A",2
"GO:0090022","BP","GO:0090022","regulation of neutrophil chemotaxis","2/76","34/18903",0.00823458291819968,0.0398339509026484,0.0258313138308388,"CXCL8/TNFAIP6",2
"GO:1902624","BP","GO:1902624","positive regulation of neutrophil migration","2/76","34/18903",0.00823458291819968,0.0398339509026484,0.0258313138308388,"CXCL8/IL1A",2
"GO:0019233","BP","GO:0019233","sensory perception of pain","3/76","103/18903",0.00828284615212388,0.0398339509026484,0.0258313138308388,"CCL3/PTGS2/IL1A",3
"GO:0032677","BP","GO:0032677","regulation of interleukin-8 production","3/76","103/18903",0.00828284615212388,0.0398339509026484,0.0258313138308388,"IL1B/FCN1/IL6",3
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","3/76","103/18903",0.00828284615212388,0.0398339509026484,0.0258313138308388,"IL1B/FCN1/SLC11A1",3
"GO:0070167","BP","GO:0070167","regulation of biomineral tissue development","3/76","103/18903",0.00828284615212388,0.0398339509026484,0.0258313138308388,"CCL3/ATP2B1/HIF1A",3
"GO:0071248","BP","GO:0071248","cellular response to metal ion","4/76","198/18903",0.00833156344447449,0.0399805659381456,0.0259263899884488,"MT2A/PTGS2/FOSB/JUND",4
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","5/76","312/18903",0.00843743075820619,0.0404001870147296,0.0261985036872824,"IL1B/IL6/SLC11A1/IL1A/TNFRSF1B",5
"GO:0000041","BP","GO:0000041","transition metal ion transport","3/76","104/18903",0.00850455872257923,0.0404566101488422,0.0262350926685798,"FTH1/SLC25A37/SLC11A1",3
"GO:0032637","BP","GO:0032637","interleukin-8 production","3/76","104/18903",0.00850455872257923,0.0404566101488422,0.0262350926685798,"IL1B/FCN1/IL6",3
"GO:1902882","BP","GO:1902882","regulation of response to oxidative stress","3/76","104/18903",0.00850455872257923,0.0404566101488422,0.0262350926685798,"SOD2/SLC7A11/HIF1A",3
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","5/76","314/18903",0.00865961923421989,0.040906565378414,0.0265268773015755,"CCL20/CCL3/CXCL8/THBS1/CCL4",5
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","2/76","35/18903",0.00871106522194224,0.040906565378414,0.0265268773015755,"TREM1/IL6",2
"GO:0035633","BP","GO:0035633","maintenance of blood-brain barrier","2/76","35/18903",0.00871106522194224,0.040906565378414,0.0265268773015755,"PTGS2/IL6",2
"GO:1901099","BP","GO:1901099","negative regulation of signal transduction in absence of ligand","2/76","35/18903",0.00871106522194224,0.040906565378414,0.0265268773015755,"IL1B/IL1A",2
"GO:2000406","BP","GO:2000406","positive regulation of T cell migration","2/76","35/18903",0.00871106522194224,0.040906565378414,0.0265268773015755,"CCL20/ABL2",2
