"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","81/2756","133/4955",0.609022556390977,1.0949589139758,1.24266180412629,0.123918110442426,0.466210999558975,0.408717159668927,"Jak1/Tnfaip3/Map2k7/Icam1/H2-K1/Gadd45b/Sap30l/H2-DMb1/H2-Q7/Gadd45g/Cycs/Polk/Hes1/Mdm2/Akt3/Traf6/Tapbp/Jun/Oas2/Tap2/Nedd4/Bax/Psmd14/H2-Q6/Itgal/Lyn/Pik3r2/Ripk1/Myd88/Casp3/Rac1/H2-Ob/Jak3/H2-Q1/Tap1/Map2k3/Mapk13/H2-D1/Traf3/Sin3a/Cdk4/H2-M3/H2-Q2/Pdia3/Traf5/Casp9/Tradd/Psmc1/Psmc3/B2m/Ccne2/Blnk/Mapk9/Ifnar1/Psmd8/Psmd12/Fadd/Plcg2/Entpd3/Irf7/Psmd6/Psmd1/Stat3/Psmc6/Cd19/Tbk1/Cir1/H2-T23/Cd40/H2-DMa/H2-Eb2/Rbpj/Cdk6/Psmc2/Psmd7/Ncor2/Nfkbie/Irak1/Rbpjl/Hdac1/Isg15",81
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","74/2756","121/4955",0.611570247933884,1.09953939713802,1.24090736244613,0.125129263010686,0.466210999558975,0.408717159668927,"Il1b/Socs3/Hc/Eif2b4/Jak1/H2-K1/H2-DMb1/H2-Q7/Jak2/Pilra/Cycs/Ifih1/Akt3/Traf6/Eif2s1/Bst2/Pilrb2/Tapbp/Oas2/Srsf5/Tap2/C3/Bax/H2-Q6/Mtor/Tsc2/Nectin1/Pik3r2/Myd88/Casp3/Pilrb1/Tnfsf14/Ccl5/H2-Ob/H2-Q1/Hcfc1/Tap1/Ppp1ca/Ifngr2/Ccl12/H2-D1/Traf3/Ifng/H2-M3/H2-Q2/Srsf4/Cfp/Pdia3/Traf5/Casp9/Tradd/Tsc1/B2m/Rheb/Lta/Ifnar1/Fadd/Tlr3/Irf7/Tbk1/Rnasel/H2-T23/Pml/H2-DMa/H2-Eb2/Itga5/Ppp1cb/Itgb3/Tnfrsf14/Sp100/Zc3hav1/Irak1/Eif2b5/Il12a",74
"Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction","60/2756","97/4955",0.618556701030928,1.11210030972723,1.2481561400384,0.125781266743184,0.466210999558975,0.408717159668927,"Pla2g12a/Adcy4/Prkch/Mapk3/Myl6/Adcy3/Myh9/Myl9/Agt/Calml3/Acta2/Adcy7/Plcb1/Adcy9/Actg2/Cacna1d/Myh10/Rhoa/Rock2/Prkaca/Map2k2/Calcrl/Myh11/Araf/Braf/Npr1/Adra1a/Adora2b/Mylk3/Cyp4a32/Cyp4a12b/Cacna1c/Arhgef12/Ppp1ca/Rock1/Agtr1a/Calml4/Myh14/Calm1/Adcy6/Calca/Adcy1/Calm3/Plcb3/Cald1/Gnas/Ppp1r12b/Mylk/Gna11/Mylk4/Adra1b/Itpr2/Calm2/Ppp1r12a/Pla2g4f/Ppp1cb/Gnaq/Agtr1b/Plcb2/Prkce",60
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","37/2756","58/4955",0.637931034482759,1.14693333666984,1.26001083247921,0.12945212164634,0.474657779369912,0.416122269921454,"Ptgs2/Tlr4/Il1b/Tnfaip3/Icam1/Gadd45b/Cd14/Gadd45g/Traf6/Tnfsf13b/Bcl10/Il1r1/Erc1/Csnk2b/Ltb/Lyn/Ripk1/Vcam1/Myd88/Tnfsf14/Parp1/Traf3/Plcg1/Traf5/Tradd/Card11/Blnk/Lta/Plcg2/Cd40/Cd40lg/Cyld/Edar/Ccl4/Eda2r/Irak1/Cxcl3",37
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","61/2756","99/4955",0.616161616161616,1.10779419741684,1.21277052852695,0.133109833326718,0.476132317536434,0.417414965829132,"Thbs1/Ptgs2/Atp11c/Mapk3/Atp11b/Rab5a/Alox5/Arg2/Jak2/Cd36/Nfatc4/Stab1/Odc1/Lipa/C1qa/Casp7/Map2k2/Dusp4/Cd24a/Adam17/Dock1/Gas6/Casp3/Rac1/Uqcrfs1/Crk/Bsg/Camk2a/S1pr1/Lrp1/Alox15/P2ry12/Itgb5/Mertk/Adam9/Creb1/Sirpb1a/Ager/Mapk13/Tmem30a/Vps8/Camk2b/Panx1/P2ry2/Atp2a3/Cpt1a/Epor/Tmem30b/Sgk1/Xkr4/Pros1/Rab5c/Scarf1/Cx3cr1/Adam10/Rab7/Nfatc1/Ptpn6/Vps33a/Itgb3/Mfge8",61
"Human Diseases","Infectious disease: parasitic","mmu05140","Leishmaniasis","31/2756","48/4955",0.645833333333333,1.16114084421867,1.25580791899544,0.133140958805118,0.476132317536434,0.417414965829132,"Ptgs2/Tlr4/Il1b/Itgb2/Jak1/Mapk3/Fos/H2-DMb1/Jak2/Cybb/Itgb1/Ncf2/Traf6/Itgam/Jun/C3/Eef1a1/Myd88/H2-Ob/Cyba/Eef1a2/Ifngr2/Mapk13/Ifng/Ncf4/Cr1l/H2-DMa/H2-Eb2/Ptpn6/Irak1/Il12a",31
"Organismal Systems","Endocrine system","mmu04916","Melanogenesis","44/2756","70/4955",0.628571428571429,1.13010574331329,1.22720805525237,0.134043115787383,0.476132317536434,0.417414965829132,"Adcy4/Mapk3/Adcy3/Ctnnb1/Calml3/Adcy7/Gnai3/Plcb1/Adcy9/Hras/Prkaca/Map2k2/Fzd7/Wnt9a/Camk2a/Fzd2/Creb1/Fzd5/Camk2b/Gnai1/Calml4/Wnt7a/Calm1/Kitl/Wnt4/Adcy6/Fzd4/Adcy1/Calm3/Lef1/Ednrb/Fzd6/Tcf7/Plcb3/Gnas/Fzd8/Tcf7l2/Creb3l1/Calm2/Crebbp/Gnao1/Gnaq/Plcb2/Wnt11",44
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","69/2756","113/4955",0.610619469026549,1.09782999601834,1.17761643495484,0.139472446491453,0.489032704213941,0.428724457468002,"Rras/Mapk3/Sema3a/Myl9/Nfatc4/Efna1/Sema6c/Itgb1/Gnai3/Ntn1/Sema6d/Robo2/Epha7/Rhoa/Hras/Unc5a/Ephb1/Rock2/Efna3/Cdk5/Epha2/Pik3r2/Trpc6/Slit2/Rac2/Rac1/Camk2a/Pak4/Rasa1/Ablim2/Cfl1/Arhgef12/Smo/Pard6g/Rock1/Bmpr1b/Myl12b/Camk2b/Plcg1/Gnai1/Sema3c/Unc5b/Unc5c/Wnt4/Ssh2/Limk2/Nrp1/Plxna4/Limk1/Plxna1/Ryk/Plcg2/Sema3f/Ppp3ca/Pak1/Sema4f/Robo1/Boc/Rac3/Dpysl5/Epha1/Sema4c/Srgap1/Cdc42/Nck2/Ptch1/Ppp3r1/Bmp7/Efnb3",69
"Organismal Systems","Circulatory system","mmu04261","Adrenergic signaling in cardiomyocytes","62/2756","101/4955",0.613861386138614,1.10365862420785,1.1782060118007,0.140543123205179,0.489032704213941,0.428724457468002,"Adcy4/Tpm2/Mapk3/Tnnt2/Adcy3/Agt/Calml3/Adcy7/Gnai3/Plcb1/Adcy9/Akt3/Cacna1d/Atp1a2/Atp1a3/Atp1b1/Tpm1/Myl4/Ppp2r5e/Prkaca/Creb5/Atp2b1/Scn7a/Ppp1r1a/Camk2a/Adra1a/Cacna1c/Ppp2r3d/Ppp1ca/Creb1/Mapk13/Atp1b2/Agtr1a/Ppp2ca/Camk2b/Gnai1/Calml4/Atp2a3/Pik3r6/Scn4b/Calm1/Adcy6/Tpm4/Adcy1/Calm3/Plcb3/Gnas/Creb3l1/Adra1b/Ryr2/Pik3cg/Calm2/Rapgef3/Atp1a1/Ppp2r2c/Ppp1cb/Gnaq/Agtr1b/Popdc3/Atf2/Ppp2r5b/Plcb2",62
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","46/2756","74/4955",0.621621621621622,1.11761071666732,1.14107277991821,0.153019436535362,0.518209640214828,0.454303249949101,"Adcy4/Pde4b/Mapk3/Fos/Adcy3/Slc34a2/Adcy7/Gnai3/Plcb1/Adcy9/Pth1r/Rhoa/Lrp5/Mmp15/Prkaca/Araf/Naca/Creb5/Braf/Rxrg/Sost/Creb1/Gnai1/Nr4a2/Mmp14/Wnk1/Adcy6/Rxrb/Adcy1/Plcb3/Mafb/Sgk1/Gnas/Akap13/Gna11/Creb3l1/Itpr2/Gata3/Runx2/Pld1/Gnaq/Wnk4/Fgfr1/Arrb2/Atf2/Plcb2",46
"Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis","46/2756","74/4955",0.621621621621622,1.11761071666732,1.14107277991821,0.153019436535362,0.518209640214828,0.454303249949101,"Hspa8/Tlr4/Jak1/Mapk3/H2-DMb1/Alox5/Jak2/Itgb1/Gnai3/Cycs/Akt3/Traf6/Lama2/Lama3/Lama4/Lamc2/Myd88/Casp3/H2-Ob/Il10rb/Lamb3/Ifngr2/Map2k3/Ppif/Mapk13/Lamb2/Ifng/Gnai1/Casp9/Pik3r6/Lama1/Mapk9/Ldlr/Irgm2/Pik3cg/Stat3/Cd40/H2-DMa/H2-Eb2/Cd40lg/Gnao1/Irgm1/Ciita/Irak1/Il12a/Il10ra",46
"Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway","71/2756","117/4955",0.606837606837607,1.09103060300448,1.11545591685726,0.153487312790902,0.518209640214828,0.454303249949101,"Ccr1/Adcy4/Cxcr2/Mapk3/Rasgrp2/Adcy3/Jak2/Adcy7/Cxcl15/Gnai3/Plcb1/Adcy9/Akt3/Ccr6/Rhoa/Hras/Rap1b/Fgr/Rock2/Dock2/Prkaca/Ccr3/Gngt2/Gng11/Lyn/Pik3r2/Braf/Rac2/Rac1/Crk/Was/Cxcr1/Ccl5/Jak3/Prex1/Rock1/Ccl12/Vav3/Vav2/Plcg1/Grk6/Gnai1/Ccl9/Pik3r6/Tiam1/Adcy6/Gnb5/Gnb1/Adcy1/Shc1/Cxcl14/Plcb3/Plcg2/Pak1/Pik3cg/Ccl7/Grk2/Stat3/Cx3cr1/Ccl3/Rac3/Sos1/Pxn/Cxcr6/Cdc42/Gnaq/Arrb2/Ccl4/Stat5b/Plcb2/Cxcl3",71
"Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection","83/2756","138/4955",0.601449275362319,1.08134294608864,1.08486603069068,0.159120890966771,0.531962978624204,0.466360506032641,"Tlr4/Mapk3/Map2k7/Fos/H2-K1/H2-Q7/Rbx1/Nfatc4/Calml3/Gnai3/Cycs/Ddb1/Akt3/Traf6/Ap1s1/Bst2/Tapbp/Jun/Rnf7/Hras/Tap2/Bax/Atr/H2-Q6/Mtor/Gngt2/Map2k2/Gng11/Pik3r2/Ripk1/Myd88/Eloc/Rac2/Casp3/Rac1/Crk/Pak4/Dcaf1/Cfl1/H2-Q1/Tap1/Map2k3/Mapk13/H2-D1/H2-M3/H2-Q2/Plcg1/Gnai1/Calml4/Pdia3/Traf5/Casp9/Tradd/Calm1/Rps6kb2/B2m/Gnb5/Limk2/Gnb1/Mapk9/Calm3/Limk1/Fadd/Plcg2/Gna11/Ppp3ca/Trim30d/Pak1/Ap1m2/Itpr2/Calm2/Tbk1/Rac3/Cul1/H2-T23/Cul5/Nfatc1/Gnao1/Pxn/Gnaq/Ppp3r1/Irak1/Ap1m1",83
"Human Diseases","Cancer: specific types","mmu05216","Thyroid cancer","15/2756","22/4955",0.681818181818182,1.22583784140388,1.18838589866045,0.165375766846937,0.543541096369808,0.476510792928,"Mapk3/Gadd45b/Ctnnb1/Gadd45g/Polk/Tpr/Hras/Bax/Map2k2/Braf/Rxrg/Rxrb/Lef1/Tcf7/Tcf7l2",15
"Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","69/2756","114/4955",0.605263157894737,1.08819990833397,1.06649300468398,0.165772064581994,0.543541096369808,0.476510792928,"Rras/Mapk3/Vamp8/Bnip3/Tax1bp1/Map1lc3a/Pik3c3/Vmp1/Akt3/Traf6/Rab1a/Eif2s1/Dapk3/Snap29/Hras/Birc6/Rb1cc1/Gabarap/Ctsl/Prkaca/Mtor/Map2k2/Lamp2/Tsc2/Supt20/Pik3r2/Atg4c/Stk11/Igbp1/Irs1/Becn1/Ctsd/Ubb/Smcr8/Mtmr4/Trp53inp2/Rptor/Rragc/Rraga/Ppp2ca/Gorasp2/Map1lc3b/Sqstm1/Tsc1/Rps6kb2/Atg16l2/Ctsb/Mapk9/Rheb/Dapk1/Atg3/Gabarapl2/Prkaa1/Rps27a/Tbk1/Ern1/Uvrag/Wipi1/Wdr45b/Atg7/Rab7/Atg16l1/Vps33a/Atg2a/Stx7/Nbr1/Gabarapl1/Mlst8/Mras",69
"Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","34/2756","54/4955",0.62962962962963,1.13200827823469,1.09184424261169,0.170133793625689,0.552529748822475,0.484390951275144,"Pex14/Acaa1b/Gstk1/Far1/Agps/Ephx2/Sod2/Amacr/Eci2/Acsl4/Pxmp4/Hsd17b4/Abcd2/Paox/Idh2/Abcd3/Cat/Pecr/Pex6/Acsl5/Pex19/Abcd4/Acox2/Abcd1/Nudt19/Mlycd/Pex11b/Mpv17l2/Scp2/Pxmp2/Pex10/Prdx1/Hacl1/Pex5l",34
"Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal","38/2756","61/4955",0.622950819672131,1.1200004758619,1.05565229525517,0.17742480086445,0.568589096766137,0.498469836337654,"Rras/Rab5a/Bnip3/Tax1bp1/Map1lc3a/Eif2s1/Tbc1d17/Jun/Smurf2/Tomm40/Hras/Pink1/Gabarap/Csnk2b/Cited2/Tfeb/Becn1/Ubb/Huwe1/Map1lc3b/Sqstm1/Mapk9/Usp15/Mon1a/Ccz1/Gabarapl2/Rab5c/Rps27a/Pgam5/Tbk1/Mtx3/Rab7/Nbr1/Fundc1/Gabarapl1/Siah1b/Mras/Nlrx1",38
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","28/2756","44/4955",0.636363636363636,1.14411531864362,1.07487140779971,0.178413587548319,0.568589096766137,0.498469836337654,"Cltc/Ctnnb1/Itgb1/Actr2/Cav3/Rhoa/Arpc5l/Actg1/Actr3/Arpc1a/Wasf2/Pik3r2/Dock1/Rac1/Crk/Arpc5/Arhgef26/Shc1/Dnm2/Wasl/Actr3b/Fn1/Mad2l2/Pxn/Itga5/Cdc42/Cav2/Actb",28
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","35/2756","56/4955",0.625,1.12368468795356,1.04198441811453,0.182551555199218,0.569532053256257,0.499296506018759,"Des/Sgcg/Ctnnb1/Itgb1/Cacna1d/Lama2/Cav3/Actn2/Actg1/Sntb2/Itga2/Sgcb/Cacna1c/Itgb5/Itgb6/Atp2a3/Itga8/Lama1/Dag1/Cdh2/Dsc2/Lef1/Tcf7/Dtna/Tcf7l2/Ryr2/Itga7/Itgb7/Sspn/Itgb4/Itga5/Itgb3/Actb/Itga10/Jup",35
"Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway","60/2756","99/4955",0.606060606060606,1.08963363680345,1.00844976524617,0.182578284201705,0.569532053256257,0.499296506018759,"Atp6v1f/Mapk3/Rps6ka3/Rps6ka2/Lamtor2/Akt3/Cab39/Lamtor1/Rhoa/Lrp5/Hras/Mtor/Map2k2/Tsc2/Atp6v1g1/Pik3r2/Fzd7/Braf/Eif4e/Stk11/Castor2/Wnt9a/Irs1/Nprl3/Rps6/Atp6v1e1/Fzd2/Rptor/Rragc/Rraga/Fzd5/Atp6v1d/Slc7a5/Wnt7a/Tti1/Tsc1/Rps6kb2/Wnt4/Rps6ka1/Tbc1d7/Fzd4/Rheb/Fzd6/Atp6v1c2/Sgk1/Fzd8/Atp6v1a/Prkaa1/Eif4b/Mios/Sos1/Slc38a9/Castor1/Nprl2/Prr5l/Fnip2/Wdr59/Strada/Mlst8/Wnt11",60
"Metabolism","Global and overview maps","mmu01210","2-Oxocarboxylic acid metabolism","13/2756","19/4955",0.684210526315789,1.23013902681231,1.12508281280797,0.186477742129878,0.569532053256257,0.499296506018759,"Bckdhb/Bcat2/Idh3b/Cs/Idh2/Acy1/Gpt/Bckdha/Gpt2/Dlat/Bcat1/Got1l1/Idh3g",13
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars","13/2756","19/4955",0.684210526315789,1.23013902681231,1.12508281280797,0.186477742129878,0.569532053256257,0.499296506018759,"Galt/Pgm3/Gpi1/Cmah/Galk1/Gfpt1/Ugp2/Hkdc1/Mpi/Nans/Hk2/Gale/Ugdh",13
"Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","99/2756","167/4955",0.592814371257485,1.06581829084936,0.968573891594945,0.187060381128155,0.569532053256257,0.499296506018759,"Hspa8/Cxcr2/Ap2s1/Washc2/Cltc/H2-K1/Washc4/Rab5a/H2-Q7/Capza1/Arf5/Asap2/Mdm2/Vps28/Smad2/Rab4a/Traf6/Acap3/Actr2/Mvb12a/Cyth2/Cav3/Rhoa/Arpc5l/Tgfbr2/Cblb/Smurf2/Hras/Itch/Nedd4/Actr3/Arpc1a/H2-Q6/Washc3/Arap1/Pdcd6ip/Prkci/Cxcr1/Vps37d/Rab11fip3/Stam2/Kif5c/Rab10/Arpc5/Kif5b/Vps26a/Arfgef2/Arf6/Vps37b/Igf2r/H2-Q1/Pard6g/Rbsn/Rabep1/Snx5/Ehd2/H2-D1/Stam/Arf4/H2-M3/H2-Q2/Grk6/Tgfbr1/Ist1/Snx4/Ap2a1/Psd3/Rab31/Vps4a/Cyth3/Iqsec2/Ldlr/Dnm2/Wasl/Psd4/Epn2/Iqsec1/Actr3b/Chmp2b/Rab5c/Grk2/Il2rb/Asap3/Snx1/Ap2a2/H2-T23/Asap1/Pml/Rab11fip2/Arfgap1/Rab7/Rab35/Sh3kbp1/Pld1/Cdc42/Cav2/Vps36/Agap1/Arrb2",99
"Organismal Systems","Nervous system","mmu04723","Retrograde endocannabinoid signaling","61/2756","101/4955",0.603960396039604,1.08585767865611,0.975876671380918,0.191121581189244,0.571688238469582,0.5011867872368,"Ndufb7/Ndufa5/Ptgs2/Ndufb9/Adcy4/Ndufa3/Ndufb10/Ndufa13/Ndufb4/Ndufa7/Mapk3/Ndufa11/Ndufa8/Ndufs7/Ndufs2/Adcy3/Ndufa10/Ndufs6/Ndufc1/Ndufab1/Ndufa1/Ndufa4/Ndufs3/Adcy7/Gnai3/Plcb1/Adcy9/Cacna1d/Ndufb6/mt-Nd1/Gria1/mt-Nd6/Ndufs8/Gabra3/Prkaca/Gngt2/Ndufc2/Gng11/mt-Nd2/Ndufb5/Cacna1c/Mapk13/Daglb/Gabrp/Ndufa9/Gnai1/Kcnj3/Adcy6/Gabre/Gnb5/Gnb1/Mapk9/Adcy1/mt-Nd4/Plcb3/Itpr2/Gnao1/mt-Nd5/Gnaq/Plcb2/Dagla",61
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","61/2756","101/4955",0.603960396039604,1.08585767865611,0.975876671380918,0.191121581189244,0.571688238469582,0.5011867872368,"Dnajb1/Tlr4/Il1b/Socs3/Tnfrsf10b/Jak1/Mapk3/Icam1/Slc25a4/Tmprss4/H2-DMb1/Il33/Jak2/Tlr7/Vdac1/Xpo1/Cycs/Ifih1/Akt3/Eif2s1/Pabpn1/Actg1/Oas2/Bax/Map2k2/Pik3r2/Kpna1/Myd88/Casp3/Ccl5/H2-Ob/Slc25a5/Pycard/Ifngr2/Kpna2/Ccl12/Cpsf4/Traf3/Ifng/Cdk4/Tnfsf10/Casp9/Tradd/Ifnar1/Hnrnpul1/Fadd/Tlr3/Irf7/Tbk1/Rnasel/Crebbp/Pml/H2-DMa/H2-Eb2/Kpna6/Il18/Cdk6/Ciita/Actb/Il12a/Nlrx1",61
"Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway","33/2756","53/4955",0.622641509433962,1.11944436837637,0.978637723865867,0.201068234372996,0.59598054320437,0.522483328507612,"Lilrb4a/Mapk3/Fos/Pik3ap1/Rasgrp3/Akt3/Jun/Hras/Bcl10/Cd79b/Map2k2/Lyn/Pik3r2/Rac2/Rac1/Cd79a/Pira2/Dapp1/Vav3/Vav2/Card11/Blnk/Plcg2/Ppp3ca/Cd19/Rac3/Inppl1/Sos1/Nfatc1/Ptpn6/Ppp3r1/Pirb/Nfkbie",33
"Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway","70/2756","117/4955",0.598290598290598,1.07566397479315,0.927158840986729,0.202738249301193,0.59598054320437,0.522483328507612,"Cacybp/Ctnnb1/Rbx1/Nfatc4/Frat2/Smad4/Plcb1/Lgr6/Rhoa/Jun/Sfrp5/Lrp5/Prickle2/Ctbp1/Rock2/Csnk2b/Prkaca/Vangl2/Rnf43/Fzd7/Prickle1/Rac2/Rac1/Wnt9a/Camk2a/Serpinf1/Senp2/Sost/Fzd2/Fzd5/Lzts2/Camk2b/Wnt7a/Tle4/Wnt4/Axin2/Apc/Fzd4/Mapk9/Lef1/Rspo1/Psen1/Mcc/Fzd6/Tcf7/Plcb3/Ryk/Dkk2/Ctnnd2/Sfrp1/Ppp3ca/Fzd8/Tcf7l2/Porcn/Apcdd1/Nkd1/Cby1/Crebbp/Sfrp2/Rac3/Cul1/Nfatc1/Ppp3r1/Nkd2/Ccdc88c/Plcb2/Siah1b/Rspo4/Tle3/Wnt11",70
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","30/2756","48/4955",0.625,1.12368468795356,0.963903418426767,0.207329260325244,0.604267331375283,0.529748177529188,"Jak1/Mapk3/Hgf/Jak2/Akt3/Hras/Fgf2/Bax/Erbb2/Mtor/Map2k2/Pik3r2/Araf/Braf/Eif4e/Gas6/Nrg1/Rps6/Tgfa/Pdgfa/Plcg1/Rps6kb2/Shc1/Plcg2/Kdr/Stat3/Pdgfc/Sos1/Vegfa/Erbb3",30
"Human Diseases","Immune disease","mmu05340","Primary immunodeficiency","17/2756","26/4955",0.653846153846154,1.1755470581668,1.00462923912981,0.210945770112443,0.609597522104601,0.534421041141246,"Ptprc/Tap2/Il7r/Rag1/Icos/Dclre1c/Cd79a/Jak3/Tap1/Blnk/Rfxank/Cd19/Cd40/Cd40lg/Tnfrsf13b/Rfxap/Ciita",17
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis","38/2756","62/4955",0.612903225806452,1.10193595205768,0.904150263936996,0.21967345571446,0.629484440324629,0.551855474771399,"Ptprc/Mapk3/Asap2/Akt3/Plpp1/Actr2/Arpc5l/Actr3/Arpc1a/Lyn/Wasf2/Pik3r2/Dock1/Rac2/Rac1/Crk/Was/Arpc5/Cfl1/Arf6/Vav3/Vav2/Plcg1/Rps6kb2/Limk2/Limk1/Plcg2/Dnm2/Pak1/Actr3b/Asap3/Inppl1/Asap1/Pla2g4f/Pld1/Vasp/Cdc42/Prkce",38
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","105/2756","179/4955",0.58659217877095,1.05463143897317,0.833377919041012,0.224956590523025,0.639251644736264,0.560418172881923,"Hspa8/Hspb1/Il1b/Dusp3/Rras/Mapk3/Rps6ka3/Map2k7/Fos/Hgf/Rps6ka2/Rasgrp2/Gadd45b/Areg/Cd14/Rasgrp3/Efna1/Map3k3/Gadd45g/Dusp1/Akt3/Cacna1d/Traf6/Max/Jun/Tgfbr2/Rapgef2/Hras/Fgf2/Map3k8/Rap1b/Vegfb/Efna3/Il1r1/Prkaca/Erbb2/Map2k2/Dusp4/Epha2/Araf/Map3k4/Myd88/Nrtn/Braf/Rac2/Casp3/Rac1/Crk/Ereg/Map2k5/Map3k2/Map4k4/Rasa1/Ntrk2/Cacna1c/Tgfa/Ppp5c/Map2k3/Gdnf/Vegfc/Mapk13/Flna/Mapk8ip2/Rasgrf2/Pdgfa/Tgfbr1/Tradd/Kitl/Rps6ka1/Ppm1b/Mapk8ip3/Mapk9/Fgf16/Srf/Rasa2/Kdr/Ppp3ca/Pak1/Dusp6/Mapt/Flt4/Mapk7/Map3k9/Rac3/Pdgfc/Mecom/Map3k13/Sos1/Taok3/Dusp10/Vegfa/Erbb3/Nfatc1/Ppm1a/Pla2g4f/Taok1/Map3k11/Cdc42/Ddit3/Fgfr1/Arrb2/Ppp3r1/Atf2/Irak1/Mras",105
"Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway","39/2756","64/4955",0.609375,1.09559257075472,0.861628964591554,0.231933422259119,0.653630553639335,0.573023853167375,"Thbs1/Id3/Bmp5/Mapk3/Skil/Fbn1/Rbx1/Smad4/Smad2/Acvr2a/Rhoa/Tgfbr2/Smurf2/Id4/Id2/Inhbb/Trf/Emp3/Bmp2/Rock1/Acvr2b/Ppp2ca/Bmpr1b/Ifng/Sin3a/Tgfbr1/Cdkn2b/Rps6kb2/Grem2/Dcn/Hamp/Thsd4/Crebbp/Cul1/Gdf6/Bmp7/Id1/Hdac1/Tgif1",39
"Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction","90/2756","153/4955",0.588235294117647,1.05758558866217,0.809941107051815,0.23397415520467,0.653976942006495,0.573327524401434,"Ccr1/Il1b/Cxcr2/Lepr/Tnfrsf10b/Bmp5/Csf3r/Il11ra1/Il17rc/Il3ra/Il33/Cxcl15/Il18r1/Il13ra1/Il18rap/Rell1/Tnfrsf12a/Acvr2a/Tnfsf13b/Ccr6/Tgfbr2/Il7r/Acvrl1/Il1r1/Ccr3/Ltb/Inhbb/Il1r2/Tnfrsf25/Il4ra/Cd27/Cxcr1/Tnfsf14/Ccl5/Gdf10/Csf2rb2/Il10rb/Tnfrsf4/Bmp2/Ifngr2/Ccl12/Tnfsf12/Acvr2b/Tnfrsf19/Ctf1/Il6st/Cxcl17/Bmpr1b/Ifng/Tnfsf10/Tgfbr1/Ccl9/Tnfsf15/Epor/Ackr3/Bmp3/Tnfsf9/Lta/Ifnar1/Cxcl14/Il1rl1/Ackr4/Il15/Ifnlr1/Ccl7/Ghr/Il34/Il2rb/Cx3cr1/Il20rb/Ccl3/Il15ra/Cd40/Cd40lg/Il18/Il22ra1/Cntfr/Tnfrsf13b/Gdf6/Cxcr6/Tnfrsf14/Edar/Il17d/Ccl4/Eda2r/Bmp7/Tnfrsf17/Il12a/Cxcl3/Il10ra",90
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer","29/2756","47/4955",0.617021276595745,1.10933977704351,0.843101435950569,0.244413209173656,0.677600848196883,0.594038095039095,"Mapk3/Hgf/Gadd45b/Gadd45g/Polk/Akt3/Hras/Rassf1/Bax/Erbb2/Map2k2/Pik3r2/Araf/Braf/Rxrg/Kif5c/Jak3/Kif5b/Tgfa/Eml4/Cdk4/Plcg1/Casp9/Rxrb/Plcg2/Stat3/Sos1/Cdk6/Stat5b",29
"Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway","33/2756","54/4955",0.611111111111111,1.09871391711014,0.816465630062525,0.249679498404479,0.686618620612318,0.601943782231512,"Hsp90aa1/Ptgs2/Il1b/Fosb/Hsp90ab1/Tnfaip3/Mapk3/Fos/Il17rc/Usp25/Mapk15/Traf6/S100a8/Jun/Casp3/Elavl1/Lcn2/Mapk13/Ccl12/Traf3/Ifng/Traf5/Tradd/Muc5b/Mapk9/Mapk6/Fadd/Ccl7/Tbk1/Mapk7/Il17d/Traf3ip2/Cxcl3",33
